report_id,country,region,bacterial_species,antibiotic,year,resistance_rate,mortality_rate,infection_type,sample_size
2205,South Africa,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2020,39.7,11.2,community,100
2206,Japan,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2021,21.4,0.5,community,250
2207,China,East Asia,Klebsiella pneumoniae,Ceftriaxone,2022,31.0,8.0,community,250
2208,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2019,10.7,5.5,community,250
2209,China,East Asia,Acinetobacter baumannii,Vancomycin,2021,31.4,5.5,community,250
2210,France,Europe,Pseudomonas aeruginosa,Meropenem,2021,30.2,6.7,community,200
2211,USA,North America,Klebsiella pneumoniae,Vancomycin,2018,24.8,8.8,hospital,300
2212,USA,North America,Klebsiella pneumoniae,Ceftriaxone,2022,21.0,3.3,hospital,250
2213,Japan,East Asia,Acinetobacter baumannii,Ceftriaxone,2023,48.2,13.3,community,250
2214,France,Europe,Escherichia coli,Vancomycin,2023,30.9,8.3,community,200
2215,Australia,Oceania,Staphylococcus aureus,Ciprofloxacin,2019,12.0,4.8,hospital,150
2216,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2023,36.5,11.0,hospital,200
2217,South Africa,Africa,Staphylococcus aureus,Amoxicillin,2022,41.2,7.6,hospital,100
2218,USA,North America,Klebsiella pneumoniae,Vancomycin,2019,14.0,2.7,community,250
2219,France,Europe,Klebsiella pneumoniae,Ciprofloxacin,2019,25.3,0.5,community,100
2220,USA,North America,Pseudomonas aeruginosa,Amoxicillin,2018,7.0,6.1,community,200
2221,China,East Asia,Pseudomonas aeruginosa,Meropenem,2019,32.9,6.7,community,200
2222,Germany,Europe,Acinetobacter baumannii,Meropenem,2018,14.6,5.1,hospital,200
2223,India,Southeast Asia,Staphylococcus aureus,Ceftriaxone,2021,72.6,10.8,hospital,300
2224,Australia,Oceania,Pseudomonas aeruginosa,Ciprofloxacin,2019,18.6,8.0,community,250
2225,Australia,Oceania,Escherichia coli,Meropenem,2019,17.5,7.9,community,300
2226,Australia,Oceania,Acinetobacter baumannii,Meropenem,2022,24.7,3.2,community,150
2227,China,East Asia,Klebsiella pneumoniae,Ceftriaxone,2022,26.0,8.0,hospital,150
2228,Brazil,South America,Escherichia coli,Meropenem,2022,45.1,10.0,community,250
2229,Australia,Oceania,Pseudomonas aeruginosa,Amoxicillin,2020,15.4,7.6,hospital,100
2230,France,Europe,Klebsiella pneumoniae,Amoxicillin,2022,16.6,7.2,community,100
2231,India,Southeast Asia,Pseudomonas aeruginosa,Vancomycin,2018,32.9,6.3,hospital,300
2232,India,Southeast Asia,Klebsiella pneumoniae,Amoxicillin,2021,73.2,11.2,community,100
2233,USA,North America,Pseudomonas aeruginosa,Vancomycin,2021,16.6,2.3,community,150
2234,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2021,71.1,10.3,hospital,100
2235,Japan,East Asia,Pseudomonas aeruginosa,Vancomycin,2020,22.0,3.0,community,150
2236,India,Southeast Asia,Klebsiella pneumoniae,Ciprofloxacin,2021,76.3,17.7,community,100
2237,China,East Asia,Escherichia coli,Meropenem,2021,42.4,5.7,community,100
2238,France,Europe,Escherichia coli,Ciprofloxacin,2019,14.4,2.9,community,200
2239,USA,North America,Acinetobacter baumannii,Vancomycin,2018,14.6,0.5,hospital,200
2240,Australia,Oceania,Klebsiella pneumoniae,Amoxicillin,2021,11.4,6.0,community,200
2241,Nigeria,Africa,Staphylococcus aureus,Meropenem,2019,40.9,6.2,hospital,250
2242,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2019,35.3,2.5,community,100
2243,USA,North America,Acinetobacter baumannii,Ceftriaxone,2020,7.4,3.2,hospital,300
2244,USA,North America,Acinetobacter baumannii,Amoxicillin,2018,21.4,4.4,hospital,300
2245,USA,North America,Staphylococcus aureus,Vancomycin,2020,27.6,4.4,hospital,200
2246,Australia,Oceania,Acinetobacter baumannii,Amoxicillin,2023,28.0,2.2,hospital,100
2247,Nigeria,Africa,Klebsiella pneumoniae,Vancomycin,2018,29.9,6.3,community,200
2248,India,Southeast Asia,Acinetobacter baumannii,Ceftriaxone,2021,53.1,12.1,hospital,150
2249,India,Southeast Asia,Pseudomonas aeruginosa,Amoxicillin,2018,52.6,14.9,community,300
2250,Germany,Europe,Klebsiella pneumoniae,Amoxicillin,2021,28.8,7.6,hospital,200
2251,China,East Asia,Staphylococcus aureus,Amoxicillin,2021,43.1,11.2,community,100
2252,Japan,East Asia,Klebsiella pneumoniae,Meropenem,2023,36.4,3.5,community,100
2253,France,Europe,Klebsiella pneumoniae,Ceftriaxone,2021,27.4,8.1,hospital,100
2254,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2021,18.6,5.6,community,150
2255,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2023,40.3,6.7,hospital,200
2256,Australia,Oceania,Staphylococcus aureus,Ceftriaxone,2019,19.0,0.8,hospital,300
2257,Japan,East Asia,Klebsiella pneumoniae,Ceftriaxone,2019,27.5,8.3,community,300
2258,Australia,Oceania,Klebsiella pneumoniae,Vancomycin,2022,17.1,3.3,hospital,300
2259,Australia,Oceania,Escherichia coli,Ceftriaxone,2018,7.0,5.2,hospital,300
2260,Nigeria,Africa,Acinetobacter baumannii,Amoxicillin,2023,70.7,12.1,hospital,150
2261,Brazil,South America,Staphylococcus aureus,Ceftriaxone,2020,32.9,10.9,hospital,150
2262,Brazil,South America,Pseudomonas aeruginosa,Meropenem,2018,37.7,6.6,hospital,300
2263,China,East Asia,Klebsiella pneumoniae,Ceftriaxone,2021,36.7,6.0,hospital,250
2264,Nigeria,Africa,Acinetobacter baumannii,Amoxicillin,2021,30.4,9.5,community,200
2265,Japan,East Asia,Klebsiella pneumoniae,Amoxicillin,2019,39.2,6.6,community,300
2266,Germany,Europe,Acinetobacter baumannii,Vancomycin,2021,29.6,3.3,hospital,100
2267,Australia,Oceania,Escherichia coli,Amoxicillin,2020,13.0,2.7,community,100
2268,Brazil,South America,Escherichia coli,Ceftriaxone,2021,36.1,5.4,community,250
2269,Japan,East Asia,Staphylococcus aureus,Vancomycin,2023,27.3,5.2,community,300
2270,USA,North America,Escherichia coli,Ceftriaxone,2023,15.8,0.8,community,200
2271,Germany,Europe,Escherichia coli,Amoxicillin,2022,38.7,4.6,community,100
2272,India,Southeast Asia,Staphylococcus aureus,Vancomycin,2021,69.3,10.3,hospital,300
2273,India,Southeast Asia,Staphylococcus aureus,Amoxicillin,2019,37.7,8.0,community,150
2274,Japan,East Asia,Klebsiella pneumoniae,Meropenem,2018,33.8,2.2,community,300
2275,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2019,50.4,12.8,hospital,200
2276,France,Europe,Escherichia coli,Amoxicillin,2018,23.2,3.7,hospital,100
2277,Brazil,South America,Staphylococcus aureus,Ciprofloxacin,2021,53.2,6.8,community,250
2278,Germany,Europe,Staphylococcus aureus,Vancomycin,2023,41.7,3.7,community,150
2279,France,Europe,Escherichia coli,Amoxicillin,2018,24.4,8.6,community,100
2280,France,Europe,Staphylococcus aureus,Ceftriaxone,2023,25.8,8.2,community,250
2281,France,Europe,Klebsiella pneumoniae,Meropenem,2018,12.0,2.4,community,300
2282,Nigeria,Africa,Klebsiella pneumoniae,Ciprofloxacin,2018,59.8,14.3,hospital,150
2283,Australia,Oceania,Klebsiella pneumoniae,Amoxicillin,2022,22.3,0.5,community,250
2284,South Africa,Africa,Acinetobacter baumannii,Ceftriaxone,2020,33.5,9.7,community,200
2285,Nigeria,Africa,Escherichia coli,Meropenem,2023,70.6,13.2,hospital,200
2286,Australia,Oceania,Escherichia coli,Ciprofloxacin,2018,16.6,5.9,community,300
2287,India,Southeast Asia,Escherichia coli,Ciprofloxacin,2022,73.8,11.5,community,150
2288,China,East Asia,Escherichia coli,Meropenem,2021,26.1,5.8,community,300
2289,Germany,Europe,Acinetobacter baumannii,Ciprofloxacin,2020,34.1,11.6,community,200
2290,France,Europe,Klebsiella pneumoniae,Vancomycin,2023,25.1,1.3,hospital,200
2291,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2019,11.8,2.3,hospital,250
2292,Australia,Oceania,Staphylococcus aureus,Ceftriaxone,2022,28.0,5.2,community,250
2293,India,Southeast Asia,Acinetobacter baumannii,Amoxicillin,2019,66.0,11.5,community,100
2294,Nigeria,Africa,Staphylococcus aureus,Amoxicillin,2021,70.2,13.5,community,250
2295,South Africa,Africa,Acinetobacter baumannii,Meropenem,2019,46.1,10.8,hospital,250
2296,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2023,43.6,12.5,community,100
2297,Nigeria,Africa,Staphylococcus aureus,Vancomycin,2021,34.6,3.7,community,300
2298,Nigeria,Africa,Staphylococcus aureus,Ciprofloxacin,2019,66.1,11.8,community,100
2299,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2021,28.4,7.1,community,100
2300,Brazil,South America,Escherichia coli,Ciprofloxacin,2021,27.1,8.6,hospital,300
2301,India,Southeast Asia,Pseudomonas aeruginosa,Ciprofloxacin,2019,41.7,4.9,hospital,300
2302,Germany,Europe,Pseudomonas aeruginosa,Meropenem,2019,18.6,3.4,community,300
2303,Japan,East Asia,Staphylococcus aureus,Meropenem,2019,38.7,12.7,hospital,150
2304,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2020,10.7,0.5,community,300
2305,Germany,Europe,Staphylococcus aureus,Meropenem,2023,37.4,7.0,hospital,150
2306,Germany,Europe,Escherichia coli,Vancomycin,2021,21.1,3.5,hospital,200
2307,China,East Asia,Escherichia coli,Amoxicillin,2019,20.6,1.1,community,300
2308,South Africa,Africa,Pseudomonas aeruginosa,Ceftriaxone,2018,27.6,9.3,community,150
2309,Germany,Europe,Acinetobacter baumannii,Meropenem,2021,21.1,3.2,hospital,200
2310,China,East Asia,Escherichia coli,Ceftriaxone,2018,24.7,4.3,community,200
2311,Brazil,South America,Staphylococcus aureus,Ciprofloxacin,2022,32.5,2.2,community,300
2312,Brazil,South America,Staphylococcus aureus,Meropenem,2020,52.4,15.1,hospital,150
2313,China,East Asia,Acinetobacter baumannii,Vancomycin,2019,24.8,3.8,community,150
2314,Brazil,South America,Acinetobacter baumannii,Vancomycin,2020,26.2,8.6,community,100
2315,Germany,Europe,Pseudomonas aeruginosa,Amoxicillin,2019,29.8,3.2,hospital,300
2316,France,Europe,Escherichia coli,Ceftriaxone,2019,20.0,1.8,hospital,200
2317,India,Southeast Asia,Klebsiella pneumoniae,Vancomycin,2019,62.6,9.1,hospital,200
2318,China,East Asia,Acinetobacter baumannii,Ceftriaxone,2023,46.9,5.2,hospital,250
2319,Brazil,South America,Escherichia coli,Amoxicillin,2023,46.9,5.6,hospital,300
2320,USA,North America,Staphylococcus aureus,Meropenem,2021,14.1,6.5,community,250
2321,Brazil,South America,Klebsiella pneumoniae,Vancomycin,2019,22.4,5.6,community,250
2322,India,Southeast Asia,Staphylococcus aureus,Ceftriaxone,2021,73.3,13.0,community,300
2323,South Africa,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2023,73.7,11.4,hospital,100
2324,USA,North America,Staphylococcus aureus,Meropenem,2018,24.2,3.6,hospital,150
2325,Japan,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2023,43.3,13.1,hospital,250
2326,China,East Asia,Staphylococcus aureus,Meropenem,2019,18.6,2.9,hospital,300
2327,Nigeria,Africa,Escherichia coli,Vancomycin,2021,34.4,2.2,hospital,250
2328,Australia,Oceania,Escherichia coli,Ciprofloxacin,2020,13.7,0.5,hospital,300
2329,China,East Asia,Klebsiella pneumoniae,Meropenem,2023,48.2,11.3,community,300
2330,Australia,Oceania,Escherichia coli,Meropenem,2022,28.8,7.8,community,100
2331,Japan,East Asia,Escherichia coli,Vancomycin,2023,33.6,7.1,community,250
2332,Nigeria,Africa,Acinetobacter baumannii,Ciprofloxacin,2018,34.0,7.5,community,100
2333,Brazil,South America,Klebsiella pneumoniae,Meropenem,2018,24.8,7.8,hospital,150
2334,Germany,Europe,Acinetobacter baumannii,Ceftriaxone,2022,35.2,9.0,community,300
2335,Nigeria,Africa,Staphylococcus aureus,Meropenem,2019,44.6,11.4,community,250
2336,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2022,39.7,7.6,hospital,300
2337,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2018,39.1,7.3,community,250
2338,China,East Asia,Staphylococcus aureus,Amoxicillin,2019,37.7,10.3,hospital,250
2339,Germany,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2022,34.2,2.9,hospital,200
2340,Japan,East Asia,Escherichia coli,Vancomycin,2021,43.6,6.4,community,200
2341,Australia,Oceania,Escherichia coli,Vancomycin,2018,8.6,1.8,community,300
2342,Australia,Oceania,Klebsiella pneumoniae,Ceftriaxone,2022,26.0,5.6,community,200
2343,Germany,Europe,Klebsiella pneumoniae,Ciprofloxacin,2018,16.5,0.9,hospital,250
2344,Nigeria,Africa,Acinetobacter baumannii,Ceftriaxone,2020,30.0,2.7,community,300
2345,France,Europe,Acinetobacter baumannii,Ciprofloxacin,2022,28.4,5.2,community,150
2346,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2020,52.8,10.9,hospital,300
2347,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2021,24.1,9.4,community,150
2348,South Africa,Africa,Acinetobacter baumannii,Meropenem,2020,55.3,9.2,hospital,200
2349,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2019,27.5,8.8,community,200
2350,Australia,Oceania,Acinetobacter baumannii,Ciprofloxacin,2021,24.6,4.6,community,250
2351,Japan,East Asia,Acinetobacter baumannii,Ceftriaxone,2021,43.0,9.0,hospital,100
2352,France,Europe,Klebsiella pneumoniae,Vancomycin,2021,19.1,3.1,community,200
2353,South Africa,Africa,Acinetobacter baumannii,Meropenem,2022,32.8,10.6,hospital,200
2354,South Africa,Africa,Klebsiella pneumoniae,Ciprofloxacin,2020,62.9,10.0,hospital,150
2355,Australia,Oceania,Pseudomonas aeruginosa,Ciprofloxacin,2020,17.9,0.5,hospital,200
2356,China,East Asia,Klebsiella pneumoniae,Ceftriaxone,2021,35.3,6.2,community,150
2357,Japan,East Asia,Acinetobacter baumannii,Meropenem,2022,35.7,7.2,community,100
2358,Germany,Europe,Acinetobacter baumannii,Ceftriaxone,2020,16.3,6.0,hospital,150
2359,USA,North America,Acinetobacter baumannii,Ceftriaxone,2019,25.2,3.0,community,250
2360,Nigeria,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2023,46.3,8.9,hospital,150
2361,China,East Asia,Acinetobacter baumannii,Vancomycin,2022,31.6,5.7,community,100
2362,France,Europe,Klebsiella pneumoniae,Meropenem,2021,36.6,7.6,hospital,150
2363,China,East Asia,Acinetobacter baumannii,Amoxicillin,2022,51.3,11.5,hospital,250
2364,USA,North America,Escherichia coli,Ciprofloxacin,2023,35.2,5.2,hospital,300
2365,Brazil,South America,Escherichia coli,Meropenem,2019,38.4,5.5,community,250
2366,Australia,Oceania,Staphylococcus aureus,Ceftriaxone,2021,27.1,8.9,community,200
2367,Nigeria,Africa,Acinetobacter baumannii,Ciprofloxacin,2018,54.3,13.0,hospital,150
2368,USA,North America,Pseudomonas aeruginosa,Amoxicillin,2018,7.3,2.3,community,250
2369,China,East Asia,Acinetobacter baumannii,Meropenem,2023,22.0,3.1,hospital,250
2370,South Africa,Africa,Klebsiella pneumoniae,Ceftriaxone,2022,56.0,7.5,community,100
2371,India,Southeast Asia,Pseudomonas aeruginosa,Vancomycin,2020,38.6,11.2,hospital,250
2372,Brazil,South America,Escherichia coli,Ciprofloxacin,2020,48.8,6.2,community,150
2373,Germany,Europe,Escherichia coli,Vancomycin,2018,29.5,5.4,community,100
2374,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2022,25.1,4.2,community,300
2375,South Africa,Africa,Escherichia coli,Ciprofloxacin,2022,48.6,9.3,hospital,200
2376,China,East Asia,Acinetobacter baumannii,Meropenem,2020,27.4,4.8,hospital,150
2377,Brazil,South America,Staphylococcus aureus,Meropenem,2023,52.9,7.6,hospital,100
2378,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2020,14.5,5.7,community,150
2379,India,Southeast Asia,Escherichia coli,Amoxicillin,2022,38.0,2.9,hospital,100
2380,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2022,30.6,4.9,community,250
2381,Brazil,South America,Staphylococcus aureus,Amoxicillin,2020,31.2,6.9,hospital,150
2382,Germany,Europe,Pseudomonas aeruginosa,Amoxicillin,2019,17.3,3.9,hospital,100
2383,India,Southeast Asia,Escherichia coli,Vancomycin,2021,44.0,9.6,community,250
2384,India,Southeast Asia,Pseudomonas aeruginosa,Meropenem,2018,58.3,13.3,hospital,250
2385,Brazil,South America,Acinetobacter baumannii,Meropenem,2018,27.7,0.8,community,300
2386,South Africa,Africa,Klebsiella pneumoniae,Ceftriaxone,2019,39.1,8.4,hospital,200
2387,France,Europe,Staphylococcus aureus,Amoxicillin,2019,15.6,4.3,community,250
2388,India,Southeast Asia,Acinetobacter baumannii,Ciprofloxacin,2021,61.6,14.8,community,300
2389,Japan,East Asia,Pseudomonas aeruginosa,Amoxicillin,2019,26.1,7.0,community,200
2390,Australia,Oceania,Staphylococcus aureus,Vancomycin,2022,18.2,0.6,community,100
2391,Japan,East Asia,Pseudomonas aeruginosa,Vancomycin,2022,48.4,5.6,hospital,100
2392,Australia,Oceania,Acinetobacter baumannii,Amoxicillin,2019,20.4,1.0,community,150
2393,South Africa,Africa,Pseudomonas aeruginosa,Vancomycin,2020,42.9,13.0,community,100
2394,USA,North America,Escherichia coli,Ciprofloxacin,2020,18.7,5.1,community,300
2395,China,East Asia,Acinetobacter baumannii,Meropenem,2023,40.6,5.8,community,300
2396,Australia,Oceania,Staphylococcus aureus,Ciprofloxacin,2019,16.6,4.8,hospital,150
2397,Brazil,South America,Escherichia coli,Ciprofloxacin,2019,23.9,1.0,community,100
2398,USA,North America,Pseudomonas aeruginosa,Ciprofloxacin,2022,20.0,1.2,community,250
2399,France,Europe,Klebsiella pneumoniae,Amoxicillin,2020,30.1,1.6,community,250
2400,Germany,Europe,Pseudomonas aeruginosa,Vancomycin,2022,29.5,1.9,hospital,250
2401,India,Southeast Asia,Klebsiella pneumoniae,Ciprofloxacin,2019,48.1,12.6,hospital,200
2402,Germany,Europe,Pseudomonas aeruginosa,Meropenem,2021,29.8,10.6,hospital,250
2403,Australia,Oceania,Pseudomonas aeruginosa,Ceftriaxone,2023,18.7,1.0,hospital,250
2404,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2022,13.4,5.2,community,300
2405,Germany,Europe,Staphylococcus aureus,Meropenem,2020,29.8,2.6,community,100
2406,France,Europe,Klebsiella pneumoniae,Meropenem,2022,26.5,3.1,hospital,150
2407,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2020,70.0,14.0,community,150
2408,Brazil,South America,Staphylococcus aureus,Meropenem,2019,38.2,4.5,community,250
2409,Japan,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2022,21.5,3.3,hospital,200
2410,Australia,Oceania,Staphylococcus aureus,Meropenem,2021,23.6,4.1,community,100
2411,France,Europe,Escherichia coli,Meropenem,2021,17.5,0.5,community,100
2412,Japan,East Asia,Staphylococcus aureus,Ceftriaxone,2022,44.0,12.8,community,250
2413,France,Europe,Pseudomonas aeruginosa,Meropenem,2023,36.2,10.5,community,100
2414,Nigeria,Africa,Acinetobacter baumannii,Ciprofloxacin,2022,58.7,11.0,community,100
2415,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2021,51.5,7.1,hospital,300
2416,Australia,Oceania,Pseudomonas aeruginosa,Amoxicillin,2022,28.0,4.3,hospital,300
2417,USA,North America,Acinetobacter baumannii,Ciprofloxacin,2018,16.5,2.5,community,250
2418,Brazil,South America,Staphylococcus aureus,Ciprofloxacin,2022,55.0,12.0,community,100
2419,Australia,Oceania,Pseudomonas aeruginosa,Ciprofloxacin,2023,24.1,0.5,community,250
2420,Brazil,South America,Klebsiella pneumoniae,Ceftriaxone,2020,24.7,1.2,community,250
2421,Japan,East Asia,Klebsiella pneumoniae,Meropenem,2021,26.2,6.5,hospital,100
2422,USA,North America,Acinetobacter baumannii,Meropenem,2020,14.4,4.4,community,250
2423,Japan,East Asia,Escherichia coli,Ceftriaxone,2020,21.8,0.5,community,250
2424,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2022,56.9,11.0,community,200
2425,Brazil,South America,Escherichia coli,Ciprofloxacin,2018,47.8,9.9,hospital,200
2426,Australia,Oceania,Escherichia coli,Amoxicillin,2023,22.9,8.2,community,250
2427,India,Southeast Asia,Staphylococcus aureus,Amoxicillin,2021,67.5,13.7,hospital,200
2428,India,Southeast Asia,Klebsiella pneumoniae,Meropenem,2022,67.9,16.0,community,300
2429,India,Southeast Asia,Staphylococcus aureus,Amoxicillin,2019,52.9,9.2,community,100
2430,Nigeria,Africa,Escherichia coli,Amoxicillin,2019,33.7,5.3,hospital,200
2431,Germany,Europe,Staphylococcus aureus,Vancomycin,2020,22.2,0.5,hospital,150
2432,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2023,31.2,8.2,community,200
2433,Japan,East Asia,Staphylococcus aureus,Ceftriaxone,2022,45.1,6.2,hospital,200
2434,USA,North America,Acinetobacter baumannii,Ceftriaxone,2020,23.9,9.1,hospital,300
2435,Japan,East Asia,Acinetobacter baumannii,Ceftriaxone,2018,32.8,5.3,community,200
2436,France,Europe,Escherichia coli,Vancomycin,2019,18.6,0.5,hospital,100
2437,South Africa,Africa,Acinetobacter baumannii,Meropenem,2023,52.8,11.1,hospital,150
2438,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2021,27.9,5.6,hospital,200
2439,Australia,Oceania,Acinetobacter baumannii,Ceftriaxone,2018,10.3,0.5,community,250
2440,South Africa,Africa,Escherichia coli,Ceftriaxone,2019,60.4,12.6,community,150
2441,Nigeria,Africa,Klebsiella pneumoniae,Vancomycin,2019,32.4,1.9,hospital,150
2442,USA,North America,Klebsiella pneumoniae,Vancomycin,2023,31.0,11.0,hospital,200
2443,South Africa,Africa,Klebsiella pneumoniae,Ceftriaxone,2020,36.1,5.9,hospital,150
2444,Brazil,South America,Escherichia coli,Amoxicillin,2021,56.6,8.0,hospital,250
2445,Brazil,South America,Escherichia coli,Vancomycin,2022,38.0,5.8,hospital,100
2446,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2022,23.3,0.9,hospital,100
2447,India,Southeast Asia,Klebsiella pneumoniae,Ciprofloxacin,2020,53.8,6.1,hospital,200
2448,Nigeria,Africa,Pseudomonas aeruginosa,Ceftriaxone,2018,36.9,6.1,community,300
2449,China,East Asia,Acinetobacter baumannii,Amoxicillin,2021,27.1,1.6,community,100
2450,Brazil,South America,Klebsiella pneumoniae,Ceftriaxone,2020,37.5,9.3,hospital,100
2451,Brazil,South America,Escherichia coli,Amoxicillin,2020,44.5,8.3,hospital,300
2452,South Africa,Africa,Acinetobacter baumannii,Vancomycin,2020,38.8,3.9,community,100
2453,France,Europe,Escherichia coli,Ciprofloxacin,2023,40.5,10.0,hospital,250
2454,China,East Asia,Klebsiella pneumoniae,Meropenem,2023,20.3,8.5,community,250
2455,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2018,26.3,4.3,community,100
2456,Brazil,South America,Klebsiella pneumoniae,Vancomycin,2018,38.3,5.6,community,250
2457,South Africa,Africa,Staphylococcus aureus,Ciprofloxacin,2022,70.5,11.0,hospital,100
2458,Brazil,South America,Escherichia coli,Meropenem,2019,29.1,5.9,community,300
2459,Brazil,South America,Pseudomonas aeruginosa,Ceftriaxone,2022,35.4,8.9,community,150
2460,France,Europe,Pseudomonas aeruginosa,Vancomycin,2022,28.1,8.4,community,250
2461,France,Europe,Klebsiella pneumoniae,Amoxicillin,2022,27.5,2.1,community,150
2462,Nigeria,Africa,Klebsiella pneumoniae,Amoxicillin,2023,40.6,9.9,community,100
2463,India,Southeast Asia,Pseudomonas aeruginosa,Vancomycin,2023,53.9,9.8,community,300
2464,China,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2020,36.7,8.3,hospital,200
2465,Nigeria,Africa,Acinetobacter baumannii,Meropenem,2018,59.6,11.3,hospital,250
2466,India,Southeast Asia,Acinetobacter baumannii,Ciprofloxacin,2020,67.7,16.4,community,250
2467,France,Europe,Escherichia coli,Ceftriaxone,2022,28.2,5.2,community,250
2468,India,Southeast Asia,Pseudomonas aeruginosa,Ciprofloxacin,2023,66.9,17.4,hospital,300
2469,Nigeria,Africa,Klebsiella pneumoniae,Vancomycin,2019,36.1,11.8,hospital,150
2470,France,Europe,Escherichia coli,Ciprofloxacin,2019,14.2,0.5,hospital,300
2471,Brazil,South America,Acinetobacter baumannii,Vancomycin,2022,51.6,5.5,community,150
2472,Nigeria,Africa,Staphylococcus aureus,Vancomycin,2023,44.6,11.9,community,150
2473,China,East Asia,Escherichia coli,Meropenem,2022,47.4,14.0,community,150
2474,Brazil,South America,Pseudomonas aeruginosa,Amoxicillin,2019,49.0,13.4,community,150
2475,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2023,20.4,0.5,hospital,150
2476,USA,North America,Acinetobacter baumannii,Ceftriaxone,2022,16.1,7.6,hospital,250
2477,India,Southeast Asia,Staphylococcus aureus,Vancomycin,2023,45.8,5.0,community,200
2478,India,Southeast Asia,Pseudomonas aeruginosa,Meropenem,2021,46.3,10.4,hospital,150
2479,South Africa,Africa,Staphylococcus aureus,Amoxicillin,2021,44.8,10.3,community,150
2480,South Africa,Africa,Acinetobacter baumannii,Meropenem,2018,30.7,10.7,community,300
2481,Australia,Oceania,Escherichia coli,Amoxicillin,2018,18.5,3.5,community,200
2482,Nigeria,Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,57.8,9.0,hospital,150
2483,China,East Asia,Acinetobacter baumannii,Meropenem,2023,47.9,5.4,hospital,250
2484,France,Europe,Escherichia coli,Ciprofloxacin,2018,26.5,8.9,community,100
2485,Australia,Oceania,Acinetobacter baumannii,Meropenem,2023,18.6,8.5,hospital,100
2486,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2021,21.2,3.6,community,150
2487,USA,North America,Acinetobacter baumannii,Meropenem,2021,26.2,4.0,community,250
2488,Nigeria,Africa,Pseudomonas aeruginosa,Meropenem,2022,42.6,8.7,hospital,300
2489,Nigeria,Africa,Klebsiella pneumoniae,Amoxicillin,2023,40.2,6.1,hospital,300
2490,Germany,Europe,Pseudomonas aeruginosa,Meropenem,2019,28.1,6.5,community,100
2491,Nigeria,Africa,Pseudomonas aeruginosa,Vancomycin,2020,39.4,2.9,community,100
2492,Brazil,South America,Klebsiella pneumoniae,Ceftriaxone,2020,50.8,15.1,community,150
2493,Japan,East Asia,Pseudomonas aeruginosa,Amoxicillin,2022,36.2,8.0,community,150
2494,Brazil,South America,Staphylococcus aureus,Ciprofloxacin,2019,41.8,6.4,hospital,100
2495,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2019,29.0,4.3,community,100
2496,Brazil,South America,Klebsiella pneumoniae,Amoxicillin,2020,37.6,6.7,community,300
2497,Australia,Oceania,Acinetobacter baumannii,Amoxicillin,2020,20.4,4.6,hospital,100
2498,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2019,27.1,2.3,community,100
2499,Germany,Europe,Staphylococcus aureus,Amoxicillin,2020,31.6,6.8,hospital,250
2500,China,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2018,34.8,4.7,hospital,250
2501,South Africa,Africa,Staphylococcus aureus,Vancomycin,2022,53.9,11.4,community,200
2502,France,Europe,Acinetobacter baumannii,Meropenem,2023,43.7,12.7,community,200
